Duty Period #,Flights
460,"['NA1976', 'NA1100', 'NA2004', 'NA1365']"
461,"['NA3021', 'NA1877', 'NA1035', 'NA2863']"
462,"['NA2967', 'NA2816', 'NA3652', 'NA1940']"
463,"['NA3528', 'NA1674', 'NA1303', 'NA2061']"
464,"['NA1976', 'NA1150', 'NA1754']"
465,"['NA3021', 'NA2033', 'NA1014', 'NA1940']"
466,"['NA3671', 'NA1877', 'NA1014', 'NA1705', 'NA1365', 'NA2659']"
467,"['NA1825', 'NA1014', 'NA1911', 'NA1344']"
468,"['NA3596', 'NA1877', 'NA1150', 'NA2089', 'NA1344', 'NA2659']"
469,"['NA1139', 'NA2771', 'NA3611', 'NA1855']"
470,"['NA3296', 'NA2836']"
471,"['NA3021', 'NA2218', 'NA1516']"
472,"['NA1485', 'NA1825', 'NA1227', 'NA2089', 'NA1344', 'NA1855']"
473,"['NA3671', 'NA2218', 'NA1572']"
474,"['NA2993', 'NA2033', 'NA1227', 'NA2361', 'NA3117']"
475,"['NA1733', 'NA1100', 'NA1674', 'NA1365', 'NA2659']"
476,"['NA1485', 'NA2263', 'NA1604', 'NA2089', 'NA1344', 'NA1940']"
477,"['NA2033', 'NA1150', 'NA2089']"
478,"['NA3021', 'NA2033', 'NA1303', 'NA2532']"
479,"['NA1733', 'NA1100', 'NA2004', 'NA1303', 'NA2751']"
480,"['NA3671', 'NA2423', 'NA2937', 'NA2239', 'NA1516']"
481,"['NA1976', 'NA1440', 'NA2089', 'NA1365', 'NA2659']"
482,"['NA2993', 'NA1674', 'NA1344', 'NA2659']"
483,"['NA3596', 'NA2128', 'NA1572', 'NA2751']"
484,"['NA1976', 'NA1035']"
485,"['NA1485', 'NA2033', 'NA1014', 'NA2089', 'NA1344', 'NA2595']"
486,"['NA1485', 'NA2004', 'NA1398', 'NA1705', 'NA1365', 'NA2595']"
487,"['NA3528', 'NA2328']"
488,"['NA1733', 'NA1014', 'NA2328', 'NA3048', 'NA2659']"
489,"['NA3734', 'NA2089', 'NA1344', 'NA1855']"
490,"['NA1248', 'NA2423', 'NA3048', 'NA2659']"
491,"['NA1100', 'NA2423', 'NA3048', 'NA2659']"
492,"['NA1825', 'NA1227', 'NA2730']"
493,"['NA1139', 'NA1674', 'NA1303', 'NA2595']"
494,"['NA2967', 'NA2143', 'NA1572', 'NA2659']"
495,"['NA3671', 'NA2033', 'NA1227', 'NA2532']"
496,"['NA1485', 'NA2033', 'NA1150', 'NA2595']"
497,"['NA3596', 'NA2033', 'NA1303', 'NA1797']"
498,"['NA3021', 'NA2381', 'NA2937', 'NA2595']"
499,"['NA1078', 'NA2089', 'NA1365']"
500,"['NA1014', 'NA2361', 'NA3117']"
501,"['NA1485', 'NA2263', 'NA1638', 'NA1705', 'NA1365', 'NA2659']"
502,"['NA1733', 'NA1150', 'NA1911', 'NA1344', 'NA2836']"
503,"['NA1139', 'NA1877', 'NA1150', 'NA1911', 'NA1344', 'NA2061']"
504,"['NA1139', 'NA1825', 'NA1014', 'NA2089', 'NA1193']"
505,"['NA1100', 'NA1674', 'NA1344', 'NA2659']"
506,"['NA2993', 'NA2263', 'NA1572', 'NA2751']"
507,"['NA2452', 'NA3137', 'NA3296', 'NA1855']"
508,"['NA1733', 'NA1440', 'NA1911', 'NA1365']"
509,"['NA3671', 'NA1825', 'NA1303', 'NA2239']"
510,"['NA2967', 'NA2771', 'NA3566', 'NA1911', 'NA1193']"
511,"['NA1139', 'NA1825', 'NA1303', 'NA2239']"
512,"['NA1139', 'NA1877', 'NA1227', 'NA2328', 'NA3048', 'NA1754']"
513,"['NA3021', 'NA1877', 'NA1014', 'NA2302']"
514,"['NA2033', 'NA1440', 'NA2089', 'NA1193']"
515,"['NA3528', 'NA1877', 'NA1014', 'NA1940']"
516,"['NA2423', 'NA2937', 'NA2595']"
517,"['NA1139', 'NA2381', 'NA3137', 'NA3296', 'NA2659']"
518,"['NA1248', 'NA2328', 'NA3048', 'NA2061']"
519,"['NA3596', 'NA2263', 'NA1604', 'NA2328', 'NA3048', 'NA2836']"
520,"['NA3528', 'NA1877', 'NA1014', 'NA2089', 'NA1193']"
521,"['NA1733', 'NA1078', 'NA2004', 'NA1303', 'NA2532']"
522,"['NA3671', 'NA2263', 'NA1604', 'NA1911', 'NA1344', 'NA2836']"
523,"['NA1825', 'NA1227', 'NA1911', 'NA1193', 'NA2061']"
524,"['NA2004', 'NA1365']"
525,"['NA3596', 'NA1877', 'NA1440', 'NA1705', 'NA1365', 'NA2659']"
526,"['NA2967', 'NA1825', 'NA1014', 'NA1754']"
527,"['NA3671', 'NA2381', 'NA3137', 'NA3296', 'NA1754']"
528,"['NA3021', 'NA2328', 'NA3172', 'NA3256']"
529,"['NA3021', 'NA2033', 'NA1150', 'NA2730']"
530,"['NA3671', 'NA2263', 'NA1604', 'NA1797']"
531,"['NA3528', 'NA2381', 'NA2937', 'NA1705', 'NA1365', 'NA2659']"
532,"['NA1485', 'NA2263', 'NA1572', 'NA2061']"
533,"['NA2967', 'NA2033', 'NA1227', 'NA2328']"
534,"['NA2967', 'NA1877', 'NA1150', 'NA1911', 'NA1344']"
535,"['NA1139', 'NA1877', 'NA1014', 'NA2089', 'NA1344', 'NA2595']"
536,"['NA3021', 'NA2263', 'NA1604', 'NA2328', 'NA3048', 'NA2659']"
537,"['NA3596', 'NA1877', 'NA1227', 'NA1911', 'NA1344', 'NA2836']"
538,"['NA1285', 'NA2423', 'NA2937', 'NA2863']"
539,"['NA3596', 'NA2143', 'NA1572', 'NA1855']"
540,"['NA1139', 'NA2033', 'NA1150', 'NA1911', 'NA1365', 'NA2595']"
541,"['NA3021', 'NA1877', 'NA1227', 'NA1855']"
542,"['NA3376', 'NA3048', 'NA2061']"
543,"['NA2176', 'NA1540', 'NA1705', 'NA1365', 'NA2595']"
544,"['NA3671', 'NA1877', 'NA1035', 'NA2836']"
545,"['NA1733', 'NA1248', 'NA1674', 'NA1344', 'NA2532']"
546,"['NA1285', 'NA1911', 'NA1344', 'NA2061']"
547,"['NA2967', 'NA2176', 'NA1452', 'NA2089', 'NA1193', 'NA2061']"
548,"['NA1485', 'NA2381', 'NA2937', 'NA1911', 'NA1365']"
549,"['NA2561', 'NA3358', 'NA3048', 'NA2836']"
550,"['NA3671', 'NA1825', 'NA1150', 'NA2302', 'NA1516']"
551,"['NA2452', 'NA2937', 'NA1911', 'NA1344', 'NA1855']"
552,"['NA1485', 'NA2423', 'NA3048', 'NA2061']"
553,"['NA3596', 'NA2004', 'NA1398', 'NA1705', 'NA1365', 'NA2595']"
554,"['NA3434', 'NA1705', 'NA1365']"
555,"['NA3230', 'NA1674', 'NA1303', 'NA1855']"
556,"['NA1976', 'NA1285', 'NA2328', 'NA3172', 'NA3316']"
557,"['NA1078', 'NA2004', 'NA1193', 'NA2061']"
558,"['NA1976', 'NA1248', 'NA1674', 'NA1303', 'NA2595']"
559,"['NA2967', 'NA2089', 'NA1193']"
560,"['NA2967', 'NA2452', 'NA3137', 'NA3296', 'NA2751']"
561,"['NA1248', 'NA1911', 'NA1193', 'NA2061']"
562,"['NA2967', 'NA2033', 'NA1035', 'NA1911', 'NA1193']"
563,"['NA3528', 'NA1877', 'NA1035', 'NA2730']"
564,"['NA3596', 'NA2033', 'NA1344', 'NA1940']"
565,"['NA2967', 'NA2423', 'NA2937', 'NA1911', 'NA1344']"
566,"['NA1452', 'NA1705']"
567,"['NA1139', 'NA2263', 'NA1604', 'NA1911', 'NA1344', 'NA2532']"
568,"['NA1485', 'NA1877', 'NA1014', 'NA2659']"
569,"['NA1976', 'NA1440', 'NA1797']"
570,"['NA2993', 'NA2033', 'NA1440', 'NA2328', 'NA3048', 'NA2659']"
571,"['NA1485', 'NA2423', 'NA2937', 'NA1911', 'NA1193', 'NA2595']"
572,"['NA3671', 'NA1877', 'NA1440', 'NA2089', 'NA1193', 'NA2061']"
573,"['NA3671', 'NA2128', 'NA1572', 'NA2659']"
574,"['NA2993', 'NA1825', 'NA1014', 'NA2089', 'NA1193', 'NA2061']"
575,"['NA3671', 'NA2452', 'NA3137', 'NA3296']"
576,"['NA1638', 'NA1705', 'NA1365', 'NA2659']"
577,"['NA1877', 'NA1227', 'NA1797']"
578,"['NA1139', 'NA1877', 'NA1035', 'NA1911', 'NA1344', 'NA2836']"
579,"['NA1976', 'NA1248', 'NA2423', 'NA3137', 'NA3296', 'NA2061']"
580,"['NA1976', 'NA1100', 'NA1674', 'NA1303', 'NA2239', 'NA1516']"
581,"['NA1976', 'NA1100', 'NA2263', 'NA1572', 'NA2061']"
582,"['NA3528', 'NA1877', 'NA1014', 'NA2089', 'NA1344']"
583,"['NA2967', 'NA2176', 'NA1452', 'NA2004', 'NA1398', 'NA2751']"
584,"['NA2993', 'NA2089', 'NA1344', 'NA2061']"
585,"['NA2993', 'NA2906', 'NA3734', 'NA2089', 'NA1365', 'NA2595']"
586,"['NA1825', 'NA1014']"
587,"['NA1139', 'NA2263', 'NA1540', 'NA1705', 'NA1365', 'NA2595']"
588,"['NA3021', 'NA1877']"
589,"['NA3528', 'NA2218', 'NA1572', 'NA1754']"
590,"['NA3671', 'NA1825', 'NA1227', 'NA2089', 'NA1193', 'NA2595']"
591,"['NA1485', 'NA2033', 'NA1398', 'NA1797']"
592,"['NA2561', 'NA3296']"
593,"['NA1825', 'NA1303', 'NA2863']"
594,"['NA3528', 'NA1877', 'NA1227', 'NA1911', 'NA1344', 'NA2836']"
595,"['NA3528', 'NA1825', 'NA1150', 'NA1911', 'NA1344', 'NA2532']"
596,"['NA3528', 'NA1877', 'NA1227', 'NA2328', 'NA3048', 'NA2730']"
597,"['NA3566', 'NA1705', 'NA1365', 'NA2595']"
598,"['NA3528', 'NA1877', 'NA1150', 'NA1911', 'NA1344', 'NA1940']"
599,"['NA3528', 'NA2128', 'NA1572', 'NA2836']"
600,"['NA3230', 'NA2143', 'NA1572', 'NA2836']"
601,"['NA1485', 'NA2515']"
602,"['NA2033', 'NA1227', 'NA2361', 'NA3117']"
603,"['NA1485', 'NA2906', 'NA3734', 'NA1911', 'NA1344', 'NA1855']"
604,"['NA3671', 'NA1877', 'NA1440', 'NA1911', 'NA1193']"
605,"['NA1485', 'NA2328', 'NA3048', 'NA2532']"
606,"['NA3230', 'NA1674', 'NA1398', 'NA1705', 'NA1365', 'NA2659']"
607,"['NA1139', 'NA2263', 'NA1604', 'NA1911', 'NA1365', 'NA2659']"
608,"['NA1485', 'NA1825', 'NA1035', 'NA1911', 'NA1193', 'NA2061']"
609,"['NA2452', 'NA2937', 'NA2751']"
610,"['NA3671', 'NA1877', 'NA1150', 'NA1797']"
611,"['NA2263', 'NA1604', 'NA2239', 'NA1516']"
612,"['NA2967', 'NA2263', 'NA1572', 'NA2659']"
613,"['NA1139', 'NA2771', 'NA3652', 'NA2532']"
614,"['NA2993', 'NA1825', 'NA1014', 'NA1797']"
615,"['NA2967', 'NA1877', 'NA1035', 'NA1911', 'NA1365']"
616,"['NA3528', 'NA2089', 'NA1193', 'NA2659']"
617,"['NA1485', 'NA1674', 'NA1303', 'NA2863']"
618,"['NA1976', 'NA1248', 'NA2089', 'NA1344']"
619,"['NA1014', 'NA2863']"
620,"['NA1227', 'NA2089', 'NA1193', 'NA2595']"
621,"['NA1100', 'NA2423', 'NA3048', 'NA1754']"
622,"['NA2967', 'NA2906', 'NA3734', 'NA1940']"
623,"['NA3230', 'NA2004', 'NA1344', 'NA1940']"
624,"['NA1100', 'NA2004', 'NA1344', 'NA2659']"
625,"['NA3528', 'NA1877', 'NA1440', 'NA1911', 'NA1344', 'NA2659']"
626,"['NA3528', 'NA1877', 'NA1014', 'NA2061']"
627,"['NA3021', 'NA1825', 'NA1227', 'NA2328', 'NA3172', 'NA3316']"
628,"['NA3021', 'NA2263', 'NA1604', 'NA2328', 'NA3048', 'NA1940']"
629,"['NA3416', 'NA2937', 'NA2302', 'NA1516']"
630,"['NA1733', 'NA1100', 'NA2218', 'NA1572', 'NA2239']"
631,"['NA1139', 'NA2033', 'NA1440', 'NA2089', 'NA1365', 'NA2659']"
632,"['NA2993', 'NA2906', 'NA3734', 'NA1911', 'NA1365', 'NA2595']"
633,"['NA2993', 'NA2263', 'NA1604', 'NA1797']"
634,"['NA2993', 'NA2423', 'NA3048', 'NA2730']"
635,"['NA3671', 'NA1877', 'NA1014', 'NA1911', 'NA1193']"
636,"['NA2176', 'NA1452', 'NA2218', 'NA1516']"
637,"['NA2993', 'NA2816', 'NA3566', 'NA1911', 'NA1365']"
638,"['NA1485', 'NA1825', 'NA1227', 'NA2328', 'NA3048', 'NA1855']"
639,"['NA1733', 'NA1285', 'NA1674', 'NA1193', 'NA2061']"
640,"['NA1139', 'NA2816', 'NA3652', 'NA2532']"
641,"['NA1285', 'NA2302']"
642,"['NA2967', 'NA1797']"
643,"['NA3021', 'NA1674', 'NA1303', 'NA1754']"
644,"['NA1976', 'NA1285', 'NA2595']"
645,"['NA3596', 'NA2263', 'NA1604', 'NA1911', 'NA1193']"
646,"['NA1733', 'NA1248', 'NA2423', 'NA3048', 'NA1754']"
647,"['NA2967', 'NA2176', 'NA1452', 'NA2004', 'NA1303', 'NA2659']"
648,"['NA2993', 'NA1877', 'NA1440', 'NA2328', 'NA3048', 'NA1855']"
649,"['NA2816', 'NA3566', 'NA1911', 'NA1344', 'NA1855']"
650,"['NA1825', 'NA1014', 'NA1940']"
651,"['NA2967', 'NA2033', 'NA1035', 'NA1911', 'NA1193', 'NA2659']"
652,"['NA3021', 'NA1825', 'NA1150', 'NA2089', 'NA1344', 'NA1940']"
653,"['NA1572', 'NA1855']"
654,"['NA2561', 'NA3358', 'NA3048', 'NA2751']"
655,"['NA1139', 'NA1877', 'NA1014', 'NA1911', 'NA1193', 'NA2659']"
656,"['NA1733', 'NA1285', 'NA1674', 'NA1398', 'NA2239', 'NA1516']"
657,"['NA3596', 'NA2771', 'NA3611', 'NA1855']"
658,"['NA1485', 'NA2033', 'NA1150', 'NA2239']"
659,"['NA2967', 'NA2771', 'NA3566', 'NA1855']"
660,"['NA1100', 'NA1674', 'NA1398', 'NA2863']"
661,"['NA3021', 'NA2906', 'NA3734', 'NA1911', 'NA1344', 'NA2595']"
662,"['NA3528', 'NA2423', 'NA2937', 'NA1911', 'NA1344', 'NA2836']"
663,"['NA3021', 'NA2033', 'NA1150', 'NA1911', 'NA1344', 'NA2061']"
664,"['NA3528', 'NA1877', 'NA1440', 'NA1911', 'NA1193']"
665,"['NA3528', 'NA2771', 'NA3566', 'NA1911', 'NA1344', 'NA2659']"
666,"['NA1733', 'NA1227', 'NA2532']"
667,"['NA1139', 'NA1877', 'NA1440', 'NA2730']"
668,"['NA1248', 'NA2004', 'NA1398', 'NA1705', 'NA1365']"
669,"['NA1139', 'NA1877', 'NA1440', 'NA2089', 'NA1344', 'NA2595']"
670,"['NA3230', 'NA2532']"
671,"['NA2967', 'NA1674', 'NA1303', 'NA1940']"
672,"['NA3596', 'NA2033', 'NA1227', 'NA2089', 'NA1193']"
673,"['NA3596', 'NA1877', 'NA1014', 'NA1705']"
674,"['NA3493', 'NA2239', 'NA1516']"
675,"['NA2816', 'NA3566', 'NA1911', 'NA1365']"
676,"['NA3671', 'NA2033', 'NA1150', 'NA1940']"
677,"['NA1485', 'NA2452', 'NA3137', 'NA3296', 'NA1754']"
678,"['NA2967', 'NA1825', 'NA1344', 'NA2836']"
679,"['NA1733', 'NA1227', 'NA1754']"
680,"['NA1485', 'NA2033', 'NA1440', 'NA1911', 'NA1344', 'NA2836']"
681,"['NA2937', 'NA2659']"
682,"['NA3671', 'NA2263', 'NA1604', 'NA2089', 'NA1193', 'NA2061']"
683,"['NA3596', 'NA2033', 'NA1440', 'NA2659']"
684,"['NA2967', 'NA2033', 'NA1035', 'NA1797']"
685,"['NA1150', 'NA2595']"
686,"['NA2993', 'NA2033', 'NA1440', 'NA2089', 'NA1365']"
687,"['NA3671', 'NA2771', 'NA3611', 'NA1940']"
688,"['NA3021', 'NA2263', 'NA1604', 'NA2328', 'NA3048', 'NA2751']"
689,"['NA3197', 'NA2089', 'NA1344', 'NA1855']"
690,"['NA3528', 'NA2143', 'NA1572']"
691,"['NA3021', 'NA1825', 'NA1014', 'NA2089', 'NA1193']"
692,"['NA1976', 'NA1285', 'NA1674', 'NA1398', 'NA1797']"
693,"['NA1139', 'NA2263', 'NA1604', 'NA1705', 'NA1365', 'NA2595']"
694,"['NA3021', 'NA1877', 'NA1150', 'NA1855']"
695,"['NA1485', 'NA2033', 'NA1344', 'NA2659']"
696,"['NA2967', 'NA2263', 'NA1540', 'NA2595']"
697,"['NA3671', 'NA2452', 'NA2937', 'NA1911', 'NA1365', 'NA2659']"
698,"['NA1976', 'NA1248', 'NA2423', 'NA3081', 'NA3256']"
699,"['NA2967', 'NA1825', 'NA1150', 'NA2089', 'NA1193', 'NA2659']"
700,"['NA3528', 'NA2816', 'NA3566', 'NA1911', 'NA1193', 'NA2061']"
701,"['NA3671', 'NA2033', 'NA1303', 'NA2239']"
702,"['NA2033', 'NA1227', 'NA1940']"
703,"['NA1485', 'NA1877', 'NA1440', 'NA2328', 'NA3172', 'NA3316']"
704,"['NA1976', 'NA1035', 'NA1911', 'NA1193', 'NA2595']"
705,"['NA1485', 'NA1674', 'NA1193', 'NA2061']"
706,"['NA3671', 'NA1877', 'NA1150', 'NA2089', 'NA1344', 'NA2061']"
707,"['NA2993', 'NA2004', 'NA1365', 'NA2595']"
708,"['NA3416', 'NA3137', 'NA3296', 'NA2595']"
709,"['NA3197', 'NA2328', 'NA3048', 'NA2595']"
710,"['NA2176', 'NA1452', 'NA2218', 'NA1572', 'NA2659']"
711,"['NA2176', 'NA1604', 'NA2659']"
712,"['NA1485', 'NA2816', 'NA3652', 'NA2595']"
713,"['NA2967', 'NA1674', 'NA1398', 'NA1705', 'NA1365']"
714,"['NA1485', 'NA2263', 'NA1604', 'NA2328', 'NA3172', 'NA3256']"
715,"['NA3671', 'NA2004', 'NA1303', 'NA2532']"
716,"['NA1485', 'NA2033', 'NA1150', 'NA2532']"
717,"['NA2993', 'NA2452', 'NA2937', 'NA1911', 'NA1344', 'NA1940']"
718,"['NA3671', 'NA2906', 'NA3734', 'NA2751']"
719,"['NA2993', 'NA2033', 'NA1193', 'NA2659']"
720,"['NA3596', 'NA1877', 'NA1440', 'NA2089', 'NA1365', 'NA2595']"
721,"['NA3671', 'NA2771', 'NA3566', 'NA2361', 'NA3117']"
722,"['NA1485', 'NA2423', 'NA3137', 'NA3296']"
723,"['NA2993', 'NA2561']"
724,"['NA2967', 'NA2263', 'NA1540', 'NA2863']"
725,"['NA2967', 'NA2176', 'NA1604', 'NA1911', 'NA1365', 'NA2659']"
726,"['NA1139', 'NA2033', 'NA1150', 'NA1705', 'NA1365']"
727,"['NA1452', 'NA2004', 'NA1365', 'NA2595']"
728,"['NA1733', 'NA1150', 'NA1911', 'NA1365', 'NA2595']"
729,"['NA1976', 'NA1440', 'NA2515']"
730,"['NA3021', 'NA1911']"
731,"['NA3528', 'NA1825', 'NA1227', 'NA2361']"
732,"['NA1139', 'NA2381', 'NA3081', 'NA3316']"
733,"['NA1139', 'NA2004', 'NA1398', 'NA2659']"
734,"['NA3528', 'NA2816', 'NA3566', 'NA1911', 'NA1344', 'NA1940']"
735,"['NA1139', 'NA2771', 'NA3611']"
736,"['NA2967', 'NA2033', 'NA1398', 'NA2239']"
737,"['NA3596', 'NA2263', 'NA1572', 'NA2239', 'NA1516']"
738,"['NA1733', 'NA1100', 'NA2218']"
739,"['NA1078', 'NA2004', 'NA1398']"
740,"['NA2967', 'NA2033', 'NA1150', 'NA2089', 'NA1344', 'NA2595']"
741,"['NA3596', 'NA1877', 'NA1440', 'NA1911', 'NA1344', 'NA2532']"
742,"['NA3230', 'NA2328', 'NA3048', 'NA2659']"
743,"['NA2993', 'NA2033', 'NA1014', 'NA2089', 'NA1344']"
744,"['NA3528', 'NA1825', 'NA1035', 'NA1705', 'NA1365']"
745,"['NA2967', 'NA2033', 'NA1440', 'NA1754']"
746,"['NA3671', 'NA2561', 'NA3358']"
747,"['NA3671', 'NA2423', 'NA2937', 'NA1911', 'NA1344', 'NA2532']"
748,"['NA2967', 'NA2218', 'NA1572', 'NA2061']"
749,"['NA3671', 'NA1877', 'NA1227', 'NA2863']"
750,"['NA3197', 'NA1911', 'NA1344', 'NA2532']"
751,"['NA2967', 'NA2176', 'NA1452', 'NA2128', 'NA1572', 'NA1940']"
752,"['NA1976', 'NA1100', 'NA2263', 'NA1638', 'NA1855']"
753,"['NA1733', 'NA1248', 'NA2004', 'NA1344', 'NA2836']"
754,"['NA3230', 'NA2423', 'NA3137', 'NA3296', 'NA2595']"
755,"['NA3596', 'NA1825', 'NA1303', 'NA2532']"
756,"['NA1733', 'NA1078', 'NA2128', 'NA1572', 'NA2061']"
757,"['NA1078', 'NA2218', 'NA1572', 'NA1754']"
758,"['NA3671', 'NA1825', 'NA1150', 'NA1911', 'NA1344', 'NA1940']"
759,"['NA3021', 'NA1877', 'NA1398', 'NA2836']"
760,"['NA1485', 'NA2033', 'NA1398', 'NA1705']"
761,"['NA3671', 'NA2906', 'NA3734', 'NA2089', 'NA1344', 'NA2532']"
762,"['NA2993', 'NA1877', 'NA1440', 'NA1797']"
763,"['NA3671', 'NA2771', 'NA3566', 'NA2239', 'NA1516']"
764,"['NA3596', 'NA2263', 'NA1638', 'NA1911', 'NA1344', 'NA1855']"
765,"['NA1440', 'NA2089', 'NA1193', 'NA2659']"
766,"['NA1485', 'NA2452', 'NA2937', 'NA1705', 'NA1365']"
767,"['NA2993', 'NA2263', 'NA1604', 'NA2328', 'NA3172']"
768,"['NA3596', 'NA1877', 'NA1303']"
769,"['NA2993', 'NA2033', 'NA1227', 'NA2089', 'NA1365']"
770,"['NA3596', 'NA1825', 'NA1035', 'NA2361']"
771,"['NA3528', 'NA2452', 'NA2937', 'NA1705', 'NA1365', 'NA2659']"
772,"['NA2993', 'NA1877', 'NA1227', 'NA2863']"
773,"['NA2993', 'NA2033', 'NA1398']"
774,"['NA2967', 'NA2033', 'NA1035', 'NA1705', 'NA1365', 'NA2595']"
775,"['NA1976', 'NA1248', 'NA2004', 'NA1303', 'NA2532']"
776,"['NA3528', 'NA2033', 'NA1227', 'NA2302', 'NA1516']"
777,"['NA1733', 'NA1440', 'NA2863']"
778,"['NA3528', 'NA2143', 'NA1572', 'NA1940']"
779,"['NA1485', 'NA2328', 'NA3048', 'NA2836']"
780,"['NA1485', 'NA1877', 'NA1150', 'NA2089', 'NA1344', 'NA2659']"
781,"['NA3528', 'NA1825', 'NA1227', 'NA2089', 'NA1365']"
782,"['NA2967', 'NA1877', 'NA1303', 'NA2532']"
783,"['NA1976', 'NA1285', 'NA1855']"
784,"['NA3671', 'NA1877', 'NA1227', 'NA2361']"
785,"['NA1100', 'NA2263', 'NA1540', 'NA1940']"
786,"['NA1078', 'NA2595']"
787,"['NA3230', 'NA2423', 'NA2937', 'NA2532']"
788,"['NA2176', 'NA1638', 'NA2239']"
789,"['NA1227', 'NA1911', 'NA1193', 'NA2595']"
790,"['NA1825', 'NA1035', 'NA1911', 'NA1344', 'NA2659']"
791,"['NA3596', 'NA1825', 'NA1014', 'NA2089', 'NA1344', 'NA2836']"
792,"['NA1604', 'NA2532']"
793,"['NA3021', 'NA1825', 'NA1150', 'NA1911', 'NA1344', 'NA1940']"
794,"['NA1976', 'NA1248', 'NA1674', 'NA1398', 'NA2061']"
795,"['NA3197', 'NA2328', 'NA3117']"
796,"['NA3671', 'NA2381', 'NA3137', 'NA3296', 'NA1855']"
797,"['NA1285', 'NA2423', 'NA3137']"
798,"['NA1139', 'NA2381', 'NA3137', 'NA3316']"
799,"['NA3671', 'NA1877', 'NA1035', 'NA1911', 'NA1344', 'NA1855']"
800,"['NA2906', 'NA3734', 'NA1911', 'NA1193', 'NA2595']"
801,"['NA2176', 'NA1604', 'NA1911', 'NA1193', 'NA2061']"
802,"['NA2967', 'NA2381', 'NA2937', 'NA2659']"
803,"['NA2993', 'NA1877', 'NA1150', 'NA2302']"
804,"['NA2967', 'NA1877', 'NA1035', 'NA2239', 'NA1516']"
805,"['NA1733', 'NA1398', 'NA1754']"
806,"['NA1139', 'NA1825', 'NA1035', 'NA2361']"
807,"['NA2993', 'NA2515']"
808,"['NA2993', 'NA2452', 'NA3137', 'NA3296', 'NA1754']"
809,"['NA3596', 'NA2033', 'NA1303', 'NA2239', 'NA1516']"
810,"['NA1485', 'NA2816', 'NA3566', 'NA1911', 'NA1365']"
811,"['NA3021', 'NA2423', 'NA3137', 'NA3296', 'NA2595']"
812,"['NA1139', 'NA2033', 'NA1440', 'NA2730']"
813,"['NA3671', 'NA1877', 'NA1227', 'NA1911']"
814,"['NA1485', 'NA2033', 'NA1150', 'NA2863']"
815,"['NA3596', 'NA1674', 'NA1303', 'NA2595']"
816,"['NA2967', 'NA2263', 'NA1604', 'NA2089']"
817,"['NA2993', 'NA2381', 'NA2937', 'NA1911', 'NA1193']"
818,"['NA1733', 'NA1248', 'NA2089', 'NA1344', 'NA2061']"
819,"['NA3021', 'NA2033', 'NA1440', 'NA1940']"
820,"['NA3528', 'NA2381', 'NA2937', 'NA1911', 'NA1344', 'NA2061']"
821,"['NA1139', 'NA2816', 'NA3566']"
822,"['NA1485', 'NA1877', 'NA1035', 'NA1911', 'NA1344', 'NA1940']"
823,"['NA1485', 'NA1705', 'NA1365']"
824,"['NA3671', 'NA2263', 'NA1604', 'NA2328', 'NA3048', 'NA1855']"
825,"['NA1139', 'NA2128', 'NA1516']"
826,"['NA1485', 'NA2263', 'NA1604', 'NA1911', 'NA1365']"
827,"['NA3671', 'NA2033', 'NA1227', 'NA1911', 'NA1365', 'NA2595']"
828,"['NA2423', 'NA2937', 'NA1911', 'NA1365', 'NA2659']"
829,"['NA3671', 'NA2906', 'NA3734', 'NA2659']"
830,"['NA2967', 'NA2004', 'NA1193']"
831,"['NA2561', 'NA3296', 'NA1754']"
832,"['NA1733', 'NA1100', 'NA1855']"
833,"['NA3528', 'NA1825', 'NA1227', 'NA1940']"
834,"['NA1139', 'NA2263', 'NA1604', 'NA2863']"
835,"['NA1485', 'NA1877', 'NA1035', 'NA1911', 'NA1344', 'NA2595']"
836,"['NA3528', 'NA2906', 'NA3734', 'NA2836']"
837,"['NA3528', 'NA1825', 'NA1014', 'NA2089', 'NA1344', 'NA1855']"
838,"['NA2128', 'NA1572', 'NA2061']"
839,"['NA2993', 'NA2033', 'NA1014', 'NA1705', 'NA1365', 'NA2659']"
840,"['NA2967', 'NA2816', 'NA3566', 'NA2532']"
841,"['NA2993', 'NA2423', 'NA2937', 'NA1911', 'NA1193', 'NA2595']"
842,"['NA3671', 'NA2263', 'NA1572', 'NA2863']"
843,"['NA1485', 'NA2004', 'NA1344', 'NA2061']"
844,"['NA1485', 'NA2033', 'NA1227', 'NA2089', 'NA1193', 'NA2061']"
845,"['NA3671', 'NA1825', 'NA1227', 'NA1705', 'NA1365', 'NA2659']"
846,"['NA2993', 'NA2423', 'NA3137', 'NA3296', 'NA1940']"
847,"['NA1100', 'NA2863']"
848,"['NA1733', 'NA1285', 'NA2128', 'NA1572', 'NA1855']"
849,"['NA1976', 'NA1014', 'NA2532']"
850,"['NA3021', 'NA1825', 'NA1014', 'NA1797']"
851,"['NA1139', 'NA2816', 'NA3566', 'NA2361', 'NA3117']"
852,"['NA2993', 'NA1825', 'NA1398', 'NA1855']"
853,"['NA3528', 'NA2906', 'NA3734', 'NA1911', 'NA1365', 'NA2595']"
854,"['NA1485', 'NA1877', 'NA1014', 'NA1911', 'NA1365']"
855,"['NA2967', 'NA1825', 'NA1227', 'NA2089']"
856,"['NA1485', 'NA2452', 'NA2937', 'NA2361']"
